Serial Number,Date of entry,Gender,Languages Spoken,Class,Year of Entry,Language with Parents,Language with Siblings,Language with Friends,Language in School,First English at ,Comprehension 1,Comprehension 2,Comprehension 3,Comprehension 4,Comprehension 5,
252,23-01-2023,M,Gbagyi,3,2019,"English, Gbagyi","Hausa, Gbagyi","English, Gbbagyi",English,Primary School,1,1,1,0,1,
253,23-01-2023,F,Gbagyi,3,2019,"English, Gbagyi","English, Hausa",,,,,,,,,
254,23-01-2023,F,Hausa,3,2019,"English, Hausa","English, Hausa","Emglish, Hausa",English,Primary School,1,1,1,0,1,
255,,M,Gbagyi,3,2019,"English, Gbagyi","English, Gbagyi",Pidgin English,English,Primary School,1,1,0,1,1,
256,23-01-2023,M,Gbagyi,3,2019,"Gbagyi, Hausa","Gbagyi, Hausa","English, Gbagyi",English,Primary School,1,1,1,1,1,
257,23-01-2023,F,Gbagyi,3,2019,"English, Gbagyi","Hausa, Gbagyi","Pidgin English, Gbagyi",English,Primary School,1,1,1,0,1,
259,23-01-2023,M,Hausa,3,2019,"English, Hausa","English, Hausa","English, Hausa",English,Primary School,1,1,1,1,1,
260,23-01-2023,M,Gbagyi,3,2019,"English, Gbagyi","English, Gbagyi","English, Gbagyi",English,Primary School,1,1,1,1,1,
261,23-01-2023,M,Gbagyi,3,2019,"English, Gbagyi","English, Hausa",Hausa,English,Primary School,1,1,1,1,1,
262,23-01-2023,F,Gbagyi,3,2019,"English, Gbagyi","English, Gbagyi",Hausa,English,Primary School,1,1,1,1,1,
263,23-01-2023,M,Hausa,3,2019,"English, Hausa","English, Hausa","English, Hausa",,Primary School,1,1,1,1,1,
264,23-01-2023,M,Tiv,3,2019,"English, Tiv","English, Tiv","Hausa, Tiv",English,Primary School,1,1,1,1,1,
265,23-01-2023,M,Gbagyi,3,2019,"English, Gbagyi","Hausa, Hausa",Hausa,English,Primary School,1,1,1,0,1,
266,23-01-2023,F,Tiv,3,2019,"English, Tiv","English, Hausa","English, Hausa",English,Primary School,1,1,1,1,1,
267,23-01-2023,F,Tiv,3,2019,"English, Tiv","English, Hausa","English, Hausa",English,Primary School,1,1,1,1,1,
268,23-01-2023,M,Tiv,3,2019,"English, Tiv","English, Tiv","English, Tiv",English,Primary School,1,1,1,1,0,
269,23-01-2023,F,Tiv,3,2019,TIV,"English, Hausa","English, Hausa",English,Primary School,1,1,1,1,0,
270,23-01-2023,M,Tiv,3,2019,"English, Tiv","English, Hausa","English, Hausa",English,Primary School,1,0,0,1,0,
271,23-01-2023,M,Gbagyi,3,2019,"English, Gbagyi","English, Hausa",Hausa,English,Primary School,1,1,1,0,0,
272,23-01-2023,F,"Gbagyi, Hausa",5,,"English, Hausa","English, Hausa","English, Hausa",English,Primary School,1,1,1,1,1,
273,23-01-2023,F,"Gbagyi, Hausa",5,,"English, Hausa","English, Hausa","English, Hausa",English,Primary School,1,1,1,1,1,
274,23-01-2023,M,"Gbagyi, Hausa",5,,"English, Hausa","English, Hausa","English, Hausa",English,Primary School,1,1,1,1,1,
275,23-01-2023,M,"Gbagyi, Hausa",5,,"English, Hausa","English, Hausa","English, Hausa",English,Primary School,1,1,1,1,1,
276,23-01-2023,M,"Gbagyi, Hausa",5,2019,"English, Hausa","English, Hausa","English, Hausa",English,Primary School,1,1,1,0,1,
277,23-01-2023,M,"Gbagyi, Hausa",5,2019,"English, Hausa","English, Hausa","English, Hausa",English,Primary School,1,1,1,1,1,
278,23-01-2023,F,"Gbagyi, Hausa",6,2019,"Gbagyi, Hausa","English, Hausa","English, Hausa",English,Primary School,1,1,1,1,1,
279,23-01-2023,F,"Gbagyi, Hausa",6,2019,"English, Hausa","English, Hausa","English, Hausa",English,Primary School,1,1,0,1,1,
280,23-01-2023,M,"Gbagyi, Hausa",6,2019,"English, Hausa","English, Hausa","English, Hausa",English,Primary School,1,1,1,1,1,
281,23-01-2023,F,"Gbagyi, Hausa",6,2019,"English, Hausa","English, Hausa","English, Hausa",English,Primary School,1,1,1,1,1,
282,23-01-2023,F,"Gbagyi, Hausa",6,2018,"English, Hausa","English, Hausa","English, Hausa",English,Primary School,1,1,1,1,1,
283,23-01-2023,F,"Gbagyi, Hausa",6,2018,"English, Hausa","English, Hausa","English, Hausa",English,Primary School,1,1,1,1,1,
284,23-01-2023,F,"Gbagyi, Hausa",6,2018,"English, Hausa","English, Hausa","English, Hausa",English,Primary School,1,1,1,1,1,
285,23-01-2023,F,"Gbagyi, Hausa",6,,"English, Hausa","English, Hausa","English, Hausa",English,Primary School,1,1,1,1,1,
286,23-01-2023,M,"English, Hausa",6,,"English, Hausa","English, Hausa","English, Hausa",English,Primary School,1,1,1,1,1,
287,23-01-2023,F,"Gbagyi, Hausa",5,2019,"English, Hausa","English, Hausa","English, Hausa",English,Primary School,1,1,1,1,1,
288,23-01-2023,F,"Gbagyi, Hausa",5,,"English, Hausa","English, Hausa","English, Hausa",English,Primary School,1,1,1,1,1,
289,23-01-2023,F,"Tiv, English",5,,"English, Hausa","English, Hausa","English, Hausa",English,Primary School,1,1,1,1,1,
290,23-01-2023,F,"Gbagyi, Hausa",5,,"English, Hausa","English, Hausa","English, Hausa",English,Primary School,1,1,1,1,1,
291,23-01-2023,F,"Gbagyi, Gade",3,,Pidgin English,English,English,English,Playgroup,1,0,1,0,1,
293,23-01-2023,F,Gbagyi,3,,Pidgin English,English,English,English,Playgroup,0,1,1,0,1,
293,23-01-2023,M,Gbagyi,3,,Pidgin English,English,English,English,Playgroup,1,1,1,0,1,
294,23-01-2023,M,"Gbagyi, Mada",3,,Pidgin English,English,English,English,Playgroup,0,1,1,0,1,
295,23-01-2023,F,Gbagyi,3,,Pidgin English,English,English,English,Primary School,0,1,1,0,1,
296,23-01-2023,F,Gbagyi,3,,Pidgin English,English,English,English,Playgroup,0,1,1,0,1,
297,23-01-2023,F,Gbagyi,3,2019,Pidgin English,English,English,English,Playgroup,0,1,1,0,1,
298,23-01-2023,F,"Gbagyi, Hausa",5,2019,"English, Hausa","English, Hausa","English, Hausa",English,Primary School,1,1,1,1,1,
299,23-01-2023,F,"Gbagyi, Hausa",6,2018,"Gbagyi, Hausa","Gbagyi, Hausa","English, Hausa",English,Primary School,1,1,1,1,1,
300,23-01-2023,M,"Gbagyi  , Hausa",6,2019,"Gbagyi, Hausa","English, Hausa","English, Hausa",English,Primary School,1,1,1,1,1,
301,20/02/2023,F,Gbagyi,5,2018,Gbagyi,Gbagyi,Gbagyi,English,Primary School,1,1,0,1,1,
302,20/02/2023,M,Gbagyi,5,2018,Gbagyi,Gbagyi,Gbagyi,English,At home,1,1,0,1,1,
303,21/02/2023,F,"English, Gbagyi",5,2018,"English, Gbagyi",English,English,English,Pre-Primary,1,0,1,1,1,
304,20/02/2023,F,Hausa,5,2018,Hausa,Hausa,English,English,Pre-Primary,1,0,0,1,1,
305,20/02/2023,M,Hausa,5,2018,Hausa,Hausa,English,English,Primary School,0,1,0,0,1,
306,20/02/2023,M,"English, Hausa",5,2018,"English, Hausa","English, Hausa","English, Hausa",English,Primary School,1,1,0,0,1,
307,20/02/2023,M,"English, Hausa",5,2018,"Gbagyi, Hausa",English,English,English,Primary School,0,1,0,0,1,
308,20/02/2023,M,English,5,2018,Gbagyi,Gbagyi,English,English,Primary School,1,1,0,1,1,
311,20/02/2023,M,"Hausa, English, Gbagyi",5,2018,"Hausa, English, Gbagyi","Hausa, English, Gbagyi","Hausa, English, Gbagyi",English,At home,1,1,1,1,1,
312,20/02/2023,F,"English, Hausa, Gbagyi, Pidgin English",5,2018,"English, Hausa, Gbagyi, Pidgin English","English, Hausa, Gbagyi, Pidgin English","English, Hausa, Gbagyi, Pidgin English",English,Pre-Primary,1,1,0,1,1,
313,21/02/2023,F,Tiv,5,2018,Tiv,Tiv,English,English,Primary School,1,1,1,1,1,
314,20/02/2023,F,Hausa,5,2018,Hausa,"English, Hausa",English,English,Primary School,1,1,0,1,1,
315,20/02/2023,F,"Tiv, English",5,2018,Tiv,Tiv,Tiv,English,Primary School,1,1,1,1,1,
316,20/02/2023,F,Hausa,5,2018,English,English,English,English,At home,1,1,0,1,1,
317,20/02/2023,F,"English, Tiv",5,2018,"English, Tiv",Tiv,English,English,At home,1,1,1,1,1,
318,20/02/2023,F,"English, Gbagyi",5,2018,"English, Gbagyi","English, Gbagyi","English, Gbagyi",English,At home,1,1,1,1,1,
319,20/02/2023,M,Gbagyi,5,2018,"English, Gbagyi","English, Gbagyi","English, Gbagyi",English,Pre-Primary,1,1,0,1,1,
320,20/02/2023,M,Gbagyi,5,2018,"English , Hausa","English , Hausa","Englsh, Pidgin English",English,Play group,1,1,1,1,1,
321,20/02/2023,M,Gbagyi,5,2018,Gbagyi,"Gbagyi, English",English,English,At home,1,1,1,1,1,
322,20/02/2023,M,"Gbagyi, English",5,2018,Gbagyi,Gbagyi,Gbagyi,English,Pre-Primary,1,0,1,1,1,
323,20/02/2023,F,"Gbagyi, Pidgin English, Hausa",5,2018,"Gbagyi, Pidgin English, Hausa","Gbagyi, Pidgin English, Hausa","Gbagyi, Pidgin English, Hausa",English,At home,1,0,1,1,1,
324,21/02/2023,M,"Hausa, English",5,2018,"Gbagyi, Hausa, Pidgin English","Gbagyi, English","English, Pidgin English",English,Primary School,1,1,1,1,1,
325,20/02/2023,F,Fulfulde,4,2019,Fulfulde,Fulfulde,Hausa,English,Primary School,1,0,0,0,0,
326,20/02/2023,F,Hausa,4,2019,Hausa,Hausa,English,English,Pre-Primary,1,1,0,0,0,
327,20/02/2023,F,Hausa,4,2019,Hausa,Hausa,Hausa,English,Pre-Primary,1,0,0,1,0,
328,20/02/2023,F,"English, Fulfulde",4,2019,Fulfulde,Fulfulde,Fulfulde,English,Pre-Primary,1,1,1,1,1,
329,20/02/2023,M,"Hausa, Fulfulde",4,2019,Hausa,Hausa,Nil,English,Primary School,1,1,0,1,0,
330,20/02/2023,M,"Nupe, English",4,2019,Nupe,Nupe,Nupe,English,Primary School,1,0,1,1,0,
331,20/02/2023,F,Gade,5,2018,Gade,Gade,Pidgin English,English,Primary School,1,1,1,1,1,
332,20/02/2023,M,Tiv,5,2018,Tiv,Tiv,English,English,Primary School,1,0,1,1,1,
333,20/02/2023,F,Hausa,5,2018,Hausa,Hausa,Pidgin English,English,Primary School,1,0,1,1,1,
334,20/02/2023,F,Hausa,5,2018,Hausa,Hausa,Pidgin English,English,Primary School,1,1,1,1,1,
335,20/02/2023,F,Hausa,5,2018,"Hausa, English",Hausa,Hausa,English,Pre-Primary,1,1,0,1,1,
336,20/02/2023,F,Ngas,5,2018,Ngas,Ngas,English,English,Play group,1,1,1,1,1,
337,20/02/2023,F,Jaba,5,2018,Jaba,Jaba,English,English,Play group,1,0,1,1,1,
338,20/02/2023,M,Gbagyi,5,2018,Gbagyi,Pidgin English,English,English,Pre-Primary,1,1,1,1,1,
339,20/02/2023,M,Tiv,5,2018,Tiv,English,English,English,Primary School,1,1,1,1,1,
340,20/02/2023,M,Hausa,5,2018,Hausa,Hausa,Hausa,English,Primary School,1,1,1,1,1,
341,20/02/2023,M,Tiv,5,2018,English,English,English,English,At home,1,1,1,1,1,
342,20/02/2023,F,Gbagyi,5,2018,Gbagyi,Gbagyi,Gbagyi,English,Primary School,1,1,1,1,1,
343,20/02/2023,F,English,5,2018,English,English,English,English,English,1,1,1,1,1,
344,20/02/2023,F,English,5,2018,English,English,English,English,At home,1,1,1,1,1,
345,20/02/2023,M,Hausa,5,2018,Hausa,Hausa,Hausa,English,Primary School,1,1,0,1,1,
346,20/02/2023,F,English,5,2018,English,English,English,English,Pre-Primary,1,1,1,1,1,
347,20/02/2023,F,Gbagyi,5,2018,Gbagyi,Gbagyi,English,English,Primary School,1,1,1,1,1,
348,20/02/2023,M,English,5,2018,English,English,English,English,Primary School,1,1,0,1,1,
349,20/02/2023,M,English,5,2018,Idoma,English,English,English,At home,1,0,1,1,1,
350,20/02/2023,M,Gbagyi,5,2018,Gbagyi,Gbagyi,Gbagyi,English,Primary School,1,0,1,1,1,
351,20/02/2023,F,Gbagyi,5,2018,Gbagyi,Gbagyi,Gbagyi,English,Primary School,1,1,1,1,1,
352,20/02/2023,F,Gbagyi,5,2018,Gbagyi,Gbagyi,Pidgin English,English,At home,1,1,1,1,1,
353,20/02/2023,F,Gbagyi,5,2018,Gbagyi,Gbagyi,English,English,Primary School,1,1,1,1,0,
354,20/02/2023,F,Gbagyi,5,2018,Gbagyi,Gbagyi,Pidgin English,English,Pre-Primary,1,1,1,1,1,
355,20/02/2023,M,Gbagyi,5,2018,Gbagyi,Gbagyi,Pidgin English,English,Pre-Primary,1,1,1,1,1,
356,20/02/2023,F,English,5,2018,English,English,English,English,Primary School,1,1,0,1,1,
357,20/02/2023,F,Basahge,4,2019,English,English,English,English,Primary School,1,1,0,1,1,
357,20/02/2023,M,Yoruba,4,2019,Yoruba,"Yoruba,  English",English,English,Primary School,1,1,0,0,0,
358,20/02/2023,F,Bassa,5,2018,English,English,English,English,At home,1,1,1,1,1,
359,20/02/2023,M,Gbagyi,5,2018,Gbagyi,English,English,English,Primary School,1,1,1,1,1,
360,20/02/2023,M,Gbagyi,5,2018,Gbagyi,English,English,English,Primary School,1,1,1,1,1,
361,20/02/2023,F,Gbagyi,5,2018,Gbagyi,Gbagyi,English,English,Primary School,1,1,0,1,1,
362,20/02/2023,M,Gbagyi,5,2018,Gbagyi,Gbagyi,Gbagyi,English,At home,1,1,1,1,1,
363,20/02/2023,F,Gbagyi,5,2018,Gbagyi,Gbagyi,Pidgin English,English,Play group,1,1,0,1,1,
364,20/02/2023,F,Gbagyi,4,2019,Gbagyi,Gbagyi,Gbagyi,English,Primary School,1,1,0,1,0,
365,20/02/2023,F,"Narm, Gbagyi",4,2019,Gbagyi,Gbagyi,Gbagyi,English,Play group,1,1,0,0,1,
366,20/02/2023,F,Gbagyi,4,2019,Gbagyi,Gbagyi,Gbagyi,English,Pre-Primary,1,1,0,0,0,
367,20/02/2023,F,"Gbagyi, English",4,2019,Gbagyi,Gbagyi,Gbagyi,English,Pre-Primary,0,1,0,1,0,
368,20/02/2023,F,Gbagyi,4,2019,Gbagyi,Gbagyi,English,English,Primary School,1,0,1,1,0,
369,20/02/2023,F,Gbagyi,4,2019,Gbagyi,Gbagyi,Gbagyi,English,Gbagyi,1,1,1,1,1,
370,20/02/2023,F,"Gbagyi, English",4,2019,Gbagyi,Gbagyi,English,English,Play group,1,1,1,1,1,
371,20/02/2023,M,"Gbagyi, English",4,2019,Gbagyi,Gbagyi,Gbagyi,English,Primary School,1,1,0,1,1,
372,20/02/2023,M,"English, Gbagyi",4,2019,Gbagyi,Gbagyi,"English, Gbagyi",English,Primary School,1,1,1,1,1,
373,20/02/2023,M,"Gbagyi, English",4,2019,Gbagyi,Gbagyi,English,English,Primary School,1,1,0,1,1,
374,20/02/2023,F,Hausa,4,2019,Hausa,Hausa,Hausa,English,Primary School,0,1,1,0,0,
376,20/02/2023,F,Bassa,4,2019,Bassa,Bassa,Bassa,English,Pre-Primary,1,1,1,1,0,
377,20/02/2023,F,"English, Gbagyi",4,2019,Gbagyi,Gbagyi,Gbagyi,English,Primary School,1,0,1,1,1,
378,20/02/2023,M,Hausa,4,2019,Hausa,Hausa,Hausa,English,Primary School,1,0,0,1,1,
379,20/02/2023,M,Fulfulde,4,2019,Fulfulde,Hausa,Hausa,English,Primary School,0,1,1,1,0,
380,20/02/2023,M,Koro,4,2019,English,English,English,English,Primary School,1,0,0,1,1,
381,20/02/2023,M,"English, Idoma",4,2019,Idoma,Idoma,English,English,Primary School,1,1,1,0,1,
382,20/02/2023,F,Gbagyi,4,2019,Gbagyi,Gbagyi,English,English,Primary School,1,1,0,1,1,
383,20/02/2023,F,"English, Yoruba",4,2019,English,English,English,English,Primary School,1,1,1,0,1,
384,20/02/2023,M,"English, Bassa",4,2019,Bassa,Bassa,Bassa,English,Primary School,1,1,1,0,1,
385,20/02/2023,M,"English, Igbo",4,2019,Enghlish,English,English,English,Pre-Primary,1,1,0,1,1,
386,20/02/2023,F,2018,5,2017,Gbagyi,Nil,Nil,Pidgin English,Primary School,0,0,1,0,1,
387,20/02/2023,F,"English, Yoruba, Gbagyi",4,2019,Yoruba,"Yoruba,  English",English,English,Pre-Primary,1,0,1,0,1,
388,20/02/2023,M,Gbagyi,4,2019,Gbagyi,Gbagyi,English,English,Pre-Primary,1,1,0,1,1,
389,20/02/2023,M,Gbagyi,4,2019,Gbagyi,Gbagyi,Gbagyi,English,Pre-Primary,1,0,0,0,0,
390,20/02/2023,F,"English, Tiv",4,2019,Tiv,English ,English,English,Play group,1,1,0,1,1,
391,20/02/2023,F,"English, Tiv",4,2019,Tiv,Tiv,English,English,Primary School,1,1,1,1,1,
392,20/02/2023,F,"English, Gbagyi",4,2019,Gbagyi,Gbagyi,"English, Gbagyi",English,Primary School,1,1,0,1,1,
393,20/02/2023,F,"Igala, English",4,2019,Igala,Igala,English,English,Play group,1,1,0,1,1,
394,20/02/2023,M,Gbagyi,4,2019,Gbagyi,Gbagyi,Gbagyi,English,Pre-Primary,1,1,0,1,0,
394,20/02/2023,F,Bassa,4,2019,Bassa,Bassa,Bassa,English,Play group,1,1,0,1,0,
395,20/02/2023,F,"English, Idoma",4,2019,Idoma,Idoma,English,English,Primary School,1,1,1,0,1,
396,20/02/2023,M,Gbagyi,4,2019,Gbagyi,Gbagyi,Gbagyi,English,Pre-Primary,1,1,0,1,1,
398,20/02/2023,M,Hausa,4,2019,Hausa,Hausa,Hausa,English,Pre-Primary,1,1,0,0,0,
399,20/02/2023,F,Gbagyi,4,2019,Gbagyi,Gbagyi,English,English,Primary School,1,1,0,1,0,
400,20/02/2023,F,"English, Gbagyi",4,2019,Gbagyi,Gbagyi,English,English,Pre-Primary,0,1,0,1,0,
430,29/03/2023,F,"English, Tiv",5,2019,"English, Tiv","English, Tiv","English, Tiv",English,Play group,1,1,1,1,1,
431,20/02/2023,M,Tiv,6,2016,Tiv,Tiv,Pidgin English,English,Primary School,1,1,1,1,1,
432,20/02/2023,F,Hausa,6,2017,Hausa,Hausa,English,English,Pre-Primary,1,1,1,1,1,
433,20/02/2023,M,Hausa,6,2016,English,English,English,English,Pre-Primary,1,1,1,1,1,
434,20/02/2023,F,"Gbagyi, Koro",6,2017,"Koro, Gbagyi, Hausa","English, Hausa, Pidgin","English, Pidgin, Gbagyi, Hausa",English,Primary School,1,1,1,1,1,
436,20/02/2023,M,"English, Gbagyi",6,2017,Hausa,"English, Gbagyi","English, Hausa",English,Pre-Primary,1,1,0,0,1,
437,20/02/2023,M,"English, Gbagyi",6,2017,Gbagyi,Gbagyi,"English, Gbagyi",English,Pre-Primary,1,1,1,1,1,
438,20/02/2023,M,Gbagyi,4,2019,Gbagyi,Gbagyi,Gbagyi,English,Primary School,0,1,1,1,1,
439,20/02/2023,F,Gbagyi,4,2019,Gbagyi,Gbagyi,Gbagyi,English,Primary School,1,1,0,1,1,
440,20/02/2023,F,Gbagyi,4,2019,Gbagyi,Gbagyi,English,English,At home,1,1,0,1,0,
441,20/02/2023,F," Gbagyi, Hausa",4,2019,Gbagyi,Gbagyi,Gbagyi,English,Primary School,0,Nil,Nil,Nil,1,
442,20/02/2023,F,Kantana,4,2019,"English, Hausa","English, Hausa","English, Hausa",English,At home,1,1,0,1,0,
443,20/02/2023,F,Gbagyi,4,2019,Gbagyi,English,English,English,At home,1,1,0,1,0,
444,20/02/2023,F,"English, Ganagana",4,2019,Ganagana,Ganagana,English,English,Pre-Primary,1,1,1,0,0,
445,20/02/2023,M,Hausa,4,2019,Hausa,Hausa,Hausa,English,Primary School,1,1,0,1,0,
446,24/03/2023,F,"English, Gbagyi ",3,2020,Gbagyi,Gbagyi,English,English,Primary School,1,1,1,1,1,
447,24/03/2023,F,"English, Gbagyi",5,2018,Gbagyi,Gbagyi,English,English,Primary School,1,1,1,1,1,
448,24/03/2023,F,"English, Gbagyi",4,2019,Gbagyi,Gbagyi,English,English,Pre-primary,1,1,1,1,1,
449,24/03/2023,F,"English, Tiv",5,2018,Tiv,Tiv,English,English,Primary School,1,1,1,1,1,
450,24/03/2023,M,"English, Hausa, Gusawa",5,2018,Gusawa,Gusawa,English,English,Pre-primary,1,1,1,1,1,
451,20/02/2023,F,Gbagyi,6,2017,"Gbagyi, English",Gbagyi,Gbagyi,English,Play group,1,1,1,1,1,
452,20/02/2023,M,English,6,2017,English,English,English,English,Play group,1,1,0,0,1,
453,20/02/2023,M,Hausa,6,2017,Hausa,Hausa,English,English,Play group,1,1,1,0,1,
454,20/02/2023,F,"English, Hausa",6,2017,Fululde,"English, Fulfulde, Hausa","English, Hausa",English,Primary School,1,0,0,0,1,
455,20/02/2023,F,"Igbo, English",6,2017,"English, Hausa, Pidgin",English,English,English,At home,1,1,1,1,1,
456,20/02/2023,M,Gbagyi,6,2017,Gbagyi,English,English,English,Primary School,1,1,1,0,1,
457,20/02/2023,F,"English, Chawai",6,2017,"English, Chawai","English, Pidgin English, Chawai","English, Pidgin English, Chawai",English,At home,1,1,1,1,1,
458,20/02/2023,F,Gede,6,2016,Gede,English,English,English,Pre-Primary,1,1,1,0,1,
459,20/02/2023,F,Bassa,6,2017,Bassa,Bassa,"English, Pidgin English",English,Pre-Primary,1,1,1,1,1,
460,20/02/2023,F,"Yoruba ,English, Fulfulde",6,2017,English,English,English,English,At home,1,1,1,1,1,
461,20/02/2023,F,Gbagyi,6,2017,Gbagyi,Gbagyi,Gbagyi,English,Primary School,1,1,1,0,1,
462,20/02/2023,F,"English, Gbagyi",6,2017,English,English,English,English,Primary School,1,1,1,0,1,
463,20/02/2023,F,Gbagyi,6,2017,"English, Gbagyi","English, Gbagyi","English, Gbagyi",English,Pre-Primary,1,1,0,0,1,
464,20/02/2023,M,Cantana,6,2017,Hausa,English,English,English,At home,1,0,1,1,1,
465,20/02/2023,F,"Gbagyi, Hausa",6,2017,"Engish, Gbagyi, Hausa","English, Gbagyi, Hausa","Engliss, Hausa",English,Pre-Primary,1,1,1,1,1,
466,20/02/2023,F,Gbagyi,6,2016,Gbagyi,English,English,English,Pre-Primary,1,0,1,1,1,
467,20/02/2023,M,"English, Igbo",6,2017,English,English,English,English,Primary School,1,1,1,1,1,
468,20/02/2023,M,"English, Gbagyi",6,2017,Gbagyi,"English, Gbagyi","English, Gbagyi",English,Primary School,1,1,1,1,1,
469,20/02/2023,M,Hausa,6,2017,Hausa,Hausa,Pidgin English,English,Play group,1,1,1,1,1,
470,20/02/2023,M,"English, Hausa, Eggon",6,2017,Eggon,English,English,"English, Pidgin",Primary School,1,1,1,1,1,
471,20/02/2023,F,Nupe,6,2017,Nupe,Pidgin English,Pidgin English,English,At home,1,1,1,1,1,
472,20/02/2023,M,"English, Gbagyi",6,2017,Hausa,Gbagyi,Hausa,English,Pre-Primary,1,1,0,0,1,
473,21/02/2023,M,Gbagyi,6,2016,Pidgin English,English ,English,English,Primary School,0,0,0,1,1,
474,20/02/2023,M,"English, Yoruba",6,2017,Yoruba,"Yoruba,  English","Yoruba,  English",English,Play group,1,1,1,1,1,
475,20/02/2023,M,Hausa,6,2017,Hausa,Hausa,English,English,At home,1,1,0,1,1,
476,20/02/2023,F,English,6,2017,"Gbagyi, English","Gbagyi, English","Gbagyi, English",English,Play group,1,1,1,0,1,
477,21/02/2023,M,Igbo,6,2017,Igbo ,English,"English, Igbo",English,Pre-Primary,1,1,0,1,1,
479,20/02/2023,M,"English ,Hausa, Gbagyi, Koro",6,2017,"English ,Hausa, Gbagyi, Koro","English, Hausa, Pidgin","English, Hausa, Gbagyi",English,Primary School,1,1,1,1,1,
480,20/02/2023,M,"Gbagyi, English",6,2017,"English, Gbagyi",Pidgin English,English,English,Play group,1,1,1,1,1,
481,20/02/2023,M,"English, Hausa",6,2017,"English, Bajju","English, Bajju","Hausa, English",English,Play group,1,0,0,1,1,
482,20/02/2023,M,Attakar,6,2016,Nil,English,English ,English,At home,1,1,1,1,1,
483,20/02/2023,F,"English, Tiv",6,2017,Tiv,English,English,English,Pre-Primary,1,1,1,0,1,
483,20/02/2023,F,Kurama,6,2017,"Hausa, Kurama, Gbagyi","English, Hausa, Gbagyi, Kurama",Gbagyi,English,Primary School,1,1,1,1,1,
484,20/02/2023,F,Gbagyi,6,2016,Gbagyi,English,English,English,Primary School,1,1,1,1,1,
485,20/02/2023,F,English,6,2017,English,Gbagyi,English,English,Primary School,,1,1,0,1,
486,21/02/2023,F,"English, Hausa, Bajju",6,2017,"English, Hausa, Pidgin",,"English, Hausa, Pidgin","English, Hausa",,1,1,1,1,1,
487,20/02/2023,M,Gbagyi,6,2017,English,English,Gbagyi,English,Primary School,Nil,Nil,0,Nil,Nil,
490,20/02/2023,F,"Gbagyi, Gede",6,2017,Gede,"English, Gede","English, Gbagyi",English,At home,1,1,1,1,1,
491,20/02/2023,M,Gade,6,2017,Gade,Gade,English,English,Primary School,1,1,1,1,1,
492,20/02/2023,M,Hausa,6,2016,Hausa,English,English ,English,Pre-Primary,1,1,1,1,1,
493,20/02/2023,M,"English, Gbagyi",6,2017,English,English,English,English,Primary School,1,1,1,1,1,
494,20/02/2023,M,Gbagyi,6,2016,Gbagyi,Gbagyi,English,English,Primary School,1,1,0,0,1,
495,20/02/2023,M,"Pidgin English, Gede, Hausa",6,2017,"Pidgin English, Gede, Hausa","Pidgin English, Gede, Hausa","Pidgin English, Hausa",Pidgin English,Play group,1,1,1,1,1,
496,20/02/2023,M,Hausa,6,2017,Hausa,Hausa,"English, Hausa",English,Pre-Primary,1,1,1,1,1,
497,20/02/2023,F,Bassa,6,2017,Bassa,English,English,English,Play group,1,0,1,1,1,
498,20/02/2023,F,Chala,6,2017,Chala,English,English,English,Play group,1,1,1,1,1,
499,20/02/2023,F,"Yoruba ,English",6,2016,Yoruba,"Hausa, Yoruba","English, Hausa",English,Primary School,1,1,1,1,1,
500,20/02/2023,,Gbagyi,6,2017,Gbagyi,Gbagyi,Gbagyi,English,At home,1,0,0,1,1,
501,16/03/2023,M,Gbagyi,4,2019,Gbagyi,Gbagyi,Gbagyi,English,Primary School,,,,,,
502,16/03/2023,M,Gbagyi,4,2019,Gbagyi,Gbagyi,Gbagyi,English,Primary School,,,,,,
503,28/03/2023,F,"English, Gbagyi",6,2017,Gbagyi,Gbagyi,Gbagyi,English,Play group,1,1,1,1,1,
503,28/03/2023,M,English,6,2017,English,English,English,English,Play group,1,1,1,1,1,
504,28/03/2023,M,"English, Gbagyi",6,2017,Gbagyi,Gbagyi,Gbagyi,English,At home,1,1,1,1,1,
506,2023-10-02,F,"English, Gbagyi",4,2019,"English, Gbagyi","English, Gbagyi",English,English,Pre- primary,1,1,1,1,1,
506,28/03/2023,M,"English, Hausa",6,2017,"English, Hausa","English, Hausa","English, Hausa",English,Play group,1,1,1,1,1,
507,2023-09-02,M,"English, Gbagyi",3,2020,"English, Gbagyi","English, Gbagyi",English,English,Pre- primary,1,1,0,1,1,
508,2023-09-02,M,"English, Gbagyi",3,2020,"English, Gbagyi","English, Gbagyi",English,English,At home,1,1,1,1,1,
509,2023-09-02,M,English,3,2020,English,English,English,English,At home,1,1,1,1,1,
510,2023-09-02,F,"English, Gbagyi",3,2020,Gbagyi,Gbagyi,English,English,Pre- primary,1,1,1,1,1,
511,2023-10-02,F,"English, Igbo",4,2019,English,English,English,English,Pre- primary,1,1,1,1,1,
512,2023-09-02,F,"Pidgin English, Hausa, Chawai",3,2020,"Pidgin English, Chawai","Pidgin English, Chawai","Pidgin English, Chawai",English,Pre- primary,1,1,1,1,1,
513,2023-09-02,F, English,3,2020,Pidgin English,Pidgin English,Pidgin English,English,Primary School,1,1,1,1,1,
514,2023-09-02,M,English,3,2020,English,English,Pidgin English,English,At home,1,1,1,1,1,
